state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
WA,Washington,09/01/2020,Y,U,Y,76611,,55638,,132249,,35407,,795,,36202,,848558,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1849899,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1779628,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70271,
WA,Washington,10/01/2020,Y,U,Y,76323,,54682,,131005,,34009,,968,,34977,,852289,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1867149,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1796593,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",70556,
WA,Washington,11/01/2020,Y,U,Y,85575,,87468,,173043,,35008,,1094,,36102,,855313,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1885921,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1814591,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",71330,
WA,Washington,12/01/2020,Y,U,Y,81479,,94238,,175717,,40133,,1408,,41541,,859373,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1908464,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1835592,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",72872,
WA,Washington,01/01/2021,Y,U,Y,59554,,59108,,118662,,31572,,834,,32406,,861831,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1921268,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1847935,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73333,
WA,Washington,02/01/2021,Y,U,Y,60354,,49798,,110152,,26702,,712,,27414,,863702,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1931413,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1857637,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73776,
WA,Washington,03/01/2021,Y,U,Y,68444,,56689,,125133,,31563,,802,,32365,,865834,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1944783,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1870140,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",74643,
WA,Washington,04/01/2021,Y,U,Y,71462,,56838,,128300,,29043,,722,,29765,,867721,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1956739,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1883727,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73012,
WA,Washington,05/01/2021,Y,U,Y,88333,,76351,,164684,,26485,,824,,27309,,870057,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1968676,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",1894837,"Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)",73839,
WA,Washington,06/01/2021,Y,U,Y,95232,,50762,,145994,,27634,,725,,28359,,873362,,1978758,,1901693,,77065,
WA,Washington,07/01/2021,Y,U,Y,57674,,52210,,109884,,29340,,742,,30082,,876844,,1993221,,1914822,,78399,
WA,Washington,08/01/2021,Y,U,Y,59867,,56374,,116241,,30629,,820,,31449,,880758,,2009438,,1930172,,79266,
WA,Washington,09/01/2021,Y,U,Y,70420,,50637,,121057,,30438,,704,,31142,,883384,,2021408,,1941783,,79625,
WA,Washington,10/01/2021,Y,U,Y,70919,,46951,,117870,,28526,,693,,29219,,884596,,2031925,,1951849,,80076,
WA,Washington,11/01/2021,Y,U,Y,78692,,76085,,154777,,32069,,974,,33043,,888393,,2047288,,1965530,,81758,
WA,Washington,12/01/2021,Y,U,Y,79818,,80051,,159869,,32102,,1066,,33168,,888744,,2055411,,1972372,,83039,
WA,Washington,01/01/2022,Y,U,Y,74493,,59559,,134052,,31170,,741,,31911,,891274,,2067073,,1983344,,83729,
WA,Washington,02/01/2022,Y,U,Y,66235,,44050,,110285,,25355,,531,,25886,,893303,,2075361,,1991229,,84132,
WA,Washington,03/01/2022,Y,U,Y,78111,,47601,,125712,,29638,,646,,30284,,893953,,2081905,,1997126,,84779,
WA,Washington,04/01/2022,Y,U,Y,68604,,48474,,117078,,28964,,654,,29618,,896189,,2093273,,2017424,,75849,
WA,Washington,05/01/2022,Y,U,Y,66229,,45152,,111381,,29228,,605,,29833,,898015,,2102043,,2025454,,76589,
WA,Washington,06/01/2022,Y,U,Y,68412,,45489,,113901,,28226,,612,,28838,,899750,,2111135,,2033707,,77428,
WA,Washington,07/01/2022,Y,U,Y,64237,,43442,,107679,,26136,,542,,26678,,901342,,2120740,,2043010,,77730,
WA,Washington,08/01/2022,Y,U,Y,74552,,51072,,125624,,32123,,670,,32793,,904229,,2133275,,2055342,,77933,
WA,Washington,09/01/2022,Y,U,Y,71762,,48104,,119866,,30994,,661,,31655,,903873,,2136869,,2059500,,77369,
WA,Washington,10/01/2022,Y,U,Y,73491,,42833,,116324,,27009,,545,,27554,,905052,,2145126,,2068018,,77108,
WA,Washington,11/01/2022,Y,U,Y,76679,,81293,,157972,,32801,,975,,33776,,907465,,2156656,,2079075,,77581,
WA,Washington,12/01/2022,Y,U,Y,73113,,83266,,156379,,33694,,1016,,34710,,909110,,2168482,,2089806,,78676,
WI,Wisconsin,09/01/2013,N,U,Y,,,,,,,,,,,,,,,985531,,,,,
WI,Wisconsin,06/01/2017,N,U,Y,23804,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23804,"Does Not Include All Applications for Limited-Benefit Programs",18231,"Count is of Households, Not Individuals",976,,19207,,490939,,1039204,,977320,,61884,
WI,Wisconsin,07/01/2017,N,U,Y,23056,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23056,"Does Not Include All Applications for Limited-Benefit Programs",17424,"Count is of Households, Not Individuals",997,,18421,,490151,,1037696,,975494,,62202,
WI,Wisconsin,08/01/2017,N,U,Y,26508,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,26508,"Does Not Include All Applications for Limited-Benefit Programs",20199,"Count is of Households, Not Individuals",1179,,21378,,489894,,1037812,,974977,,62835,
WI,Wisconsin,09/01/2017,N,U,Y,23399,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23399,"Does Not Include All Applications for Limited-Benefit Programs",18298,"Count is of Households, Not Individuals",1115,,19413,,489450,,1036360,,972821,,63539,
WI,Wisconsin,10/01/2017,N,U,Y,26435,,0,,26435,,20011,,1169,,21180,,489554,,1036969,,972502,,64467,
WI,Wisconsin,11/01/2017,N,U,Y,25772,,0,,25772,,21058,,1635,,22693,,488346,,1035671,,969991,,65680,
WI,Wisconsin,12/01/2017,N,U,Y,24237,,0,,24237,,22412,,2037,,24449,,487265,,1034480,,967931,,66549,
WI,Wisconsin,01/01/2018,N,U,Y,28385,,0,,28385,,23715,,1910,,25625,,488590,,1037795,,970576,,67219,
WI,Wisconsin,02/01/2018,N,U,Y,22281,,0,,22281,,17378,,1095,,18473,,489553,,1040641,,972861,,67780,
WI,Wisconsin,03/01/2018,N,U,Y,24199,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24199,"Does Not Include All Applications for Limited-Benefit Programs",18346,"Count is of Households, Not Individuals",1086,,19432,,489746,,1040069,,973995,,66074,
WI,Wisconsin,04/01/2018,N,U,Y,23381,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23381,"Does Not Include All Applications for Limited-Benefit Programs",17239,"Count is of Households, Not Individuals",931,,18170,,487869,,1037033,,970523,,66510,
WI,Wisconsin,05/01/2018,N,U,Y,23426,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23426,"Does Not Include All Applications for Limited-Benefit Programs",17090,"Count is of Households, Not Individuals",991,,18081,,484971,,1029109,,962327,,66782,
WI,Wisconsin,06/01/2018,N,U,Y,23122,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23122,"Does Not Include All Applications for Limited-Benefit Programs",16443,"Count is of Households, Not Individuals",920,,17363,,486917,,1033955,,966070,,67885,
WI,Wisconsin,07/01/2018,N,U,Y,24168,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24168,"Does Not Include All Applications for Limited-Benefit Programs",18160,"Count is of Households, Not Individuals",991,,19151,,485271,,1032239,,964141,,68098,
WI,Wisconsin,08/01/2018,N,U,Y,26103,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,26103,"Does Not Include All Applications for Limited-Benefit Programs",19106,"Count is of Households, Not Individuals",1131,,20237,,485930,,1032565,,963580,,68985,
WI,Wisconsin,09/01/2018,N,U,Y,22712,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,22712,"Does Not Include All Applications for Limited-Benefit Programs",17018,"Count is of Households, Not Individuals",990,,18008,,484751,,1029055,,959550,,69505,
WI,Wisconsin,10/01/2018,N,U,Y,26413,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,26413,"Does Not Include All Applications for Limited-Benefit Programs",18044,"Count is of Households, Not Individuals",1208,,19252,,484139,,1027307,,956685,,70622,
WI,Wisconsin,11/01/2018,N,U,Y,24849,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24849,"Does Not Include All Applications for Limited-Benefit Programs",18857,"Count is of Households, Not Individuals",1431,,20288,,482773,,1023702,,952576,,71126,
WI,Wisconsin,12/01/2018,N,U,Y,21901,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,21901,"Does Not Include All Applications for Limited-Benefit Programs",19335,"Count is of Households, Not Individuals",1904,,21239,,480642,,1020034,,949167,,70867,
WI,Wisconsin,01/01/2019,N,U,Y,24145,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24145,"Does Not Include All Applications for Limited-Benefit Programs",20365,"Count is of Households, Not Individuals",1589,,21954,,501013,,1021451,,950778,,70673,
WI,Wisconsin,02/01/2019,N,U,Y,21945,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,21945,"Does Not Include All Applications for Limited-Benefit Programs",16293,"Count is of Households, Not Individuals",1074,,17367,,505919,,1033735,,962566,,71169,
WI,Wisconsin,03/01/2019,N,U,Y,23804,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23804,"Does Not Include All Applications for Limited-Benefit Programs",17498,"Count is of Households, Not Individuals",1055,,18553,,502469,,1028591,,961553,,67038,
WI,Wisconsin,04/01/2019,N,U,Y,24487,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24487,"Does Not Include All Applications for Limited-Benefit Programs",18693,"Count is of Households, Not Individuals",1118,,19811,,506642,,1038232,,969497,,68735,
WI,Wisconsin,05/01/2019,N,U,Y,23781,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23781,"Does Not Include All Applications for Limited-Benefit Programs",17775,"Count is of Households, Not Individuals",1092,,18867,,507620,,1040023,,971083,,68940,
WI,Wisconsin,06/01/2019,N,U,Y,22657,,0,,22657,,16534,,922,,17456,,507376,,1040697,,971860,,68837,
WI,Wisconsin,07/01/2019,N,U,Y,24866,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24866,"Does Not Include All Applications for Limited-Benefit Programs",18614,"Count is of Households, Not Individuals",1014,,19628,,506943,,1040306,,971561,,68745,
WI,Wisconsin,08/01/2019,N,U,Y,25595,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,25595,"Does Not Include All Applications for Limited-Benefit Programs",18194,"Count is of Households, Not Individuals",1040,,19234,,507858,,1043194,,974545,,68649,
WI,Wisconsin,09/01/2019,N,U,Y,24038,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,24038,"Does Not Include All Applications for Limited-Benefit Programs",17527,"Count is of Households, Not Individuals",1151,,18678,,507885,,1046849,,978071,,68778,
WI,Wisconsin,10/01/2019,N,U,Y,25831,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,25831,"Does Not Include All Applications for Limited-Benefit Programs",18982,"Count is of Households, Not Individuals",1194,,20176,,506598,,1045935,,976917,,69018,
WI,Wisconsin,11/01/2019,N,U,Y,23088,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23088,"Does Not Include All Applications for Limited-Benefit Programs",17196,"Count is of Households, Not Individuals",1341,,18537,,505885,,1045874,,976254,,69620,
WI,Wisconsin,12/01/2019,N,U,Y,23169,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,23169,"Does Not Include All Applications for Limited-Benefit Programs",20690,"Count is of Households, Not Individuals",2003,,22693,,505082,,1046309,,976010,,70299,
WI,Wisconsin,01/01/2020,N,U,Y,27293,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,27293,"Does Not Include All Applications for Limited-Benefit Programs",21360,"Count is of Households, Not Individuals",1771,,23131,,505549,,1048524,,977633,,70891,
WI,Wisconsin,02/01/2020,N,U,Y,22410,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,22410,"Does Not Include All Applications for Limited-Benefit Programs",16474,"Count is of Households, Not Individuals",1125,,17599,,506220,,1050981,,980183,,70798,
WI,Wisconsin,03/01/2020,N,U,Y,25945,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,25945,"Does Not Include All Applications for Limited-Benefit Programs",19372,"Count is of Households, Not Individuals",964,,20336,,506662,,1054843,,986030,,68813,
WI,Wisconsin,04/01/2020,N,U,Y,27054,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,27054,"Does Not Include All Applications for Limited-Benefit Programs",30259,"Count is of Households, Not Individuals",1761,,32020,,515288,,1080213,,1009912,,70301,
WI,Wisconsin,05/01/2020,N,U,Y,18309,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,18309,"Does Not Include All Applications for Limited-Benefit Programs",18914,"Count is of Households, Not Individuals",1340,,20254,,520907,,1097910,,1029995,,67915,
WI,Wisconsin,06/01/2020,N,U,Y,18947,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,18947,"Does Not Include All Applications for Limited-Benefit Programs",16148,"Count is of Households, Not Individuals",1151,,17299,,528763,,1119126,,1050926,,68200,
WI,Wisconsin,07/01/2020,N,U,Y,19485,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,19485,"Does Not Include All Applications for Limited-Benefit Programs",17070,"Count is of Households, Not Individuals",1147,,18217,,535896,,1137130,,1067704,,69426,
WI,Wisconsin,08/01/2020,N,U,Y,20107,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,20107,"Does Not Include All Applications for Limited-Benefit Programs",13309,"Count is of Households, Not Individuals",947,,14256,,540771,,1150453,,1080750,,69703,
WI,Wisconsin,09/01/2020,N,U,Y,18560,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,18560,"Does Not Include All Applications for Limited-Benefit Programs",15951,"Count is of Households, Not Individuals",1078,,17029,,548384,,1170926,,1099924,,71002,
WI,Wisconsin,10/01/2020,N,U,Y,18679,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,18679,"Does Not Include All Applications for Limited-Benefit Programs",15672,"Count is of Households, Not Individuals",1103,,16775,,553500,,1185943,,1114022,,71921,
WI,Wisconsin,11/01/2020,N,U,Y,17654,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,17654,"Does Not Include All Applications for Limited-Benefit Programs",16537,"Count is of Households, Not Individuals",1909,,18446,,558961,,1202957,,1129574,,73383,
WI,Wisconsin,12/01/2020,N,U,Y,17607,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,17607,"Does Not Include All Applications for Limited-Benefit Programs",20074,"Count is of Households, Not Individuals",2879,,22953,,564845,,1219693,,1144816,,74877,
WI,Wisconsin,01/01/2021,N,U,Y,16945,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,16945,"Does Not Include All Applications for Limited-Benefit Programs",15964,"Count is of Households, Not Individuals",1850,,17814,,569294,,1231882,,1156306,,75576,
WI,Wisconsin,02/01/2021,N,U,Y,15185,,0,,15185,,12379,,865,,13244,,573079,,1242573,,1166382,,76191,
WI,Wisconsin,03/01/2021,N,U,Y,15405,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,15405,"Does Not Include All Applications for Limited-Benefit Programs",12596,"Count is of Households, Not Individuals",1036,,13632,,577159,,1253303,,1177893,,75410,
WI,Wisconsin,04/01/2021,N,U,Y,13901,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,13901,"Does Not Include All Applications for Limited-Benefit Programs",11897,"Count is of Households, Not Individuals",1381,,13278,,581186,,1263979,,1188076,,75903,
WI,Wisconsin,05/01/2021,N,U,Y,13032,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,13032,"Does Not Include All Applications for Limited-Benefit Programs",10869,"Count is of Households, Not Individuals",1084,,11953,,586715,,1275491,,1197096,,78395,
WI,Wisconsin,06/01/2021,N,U,Y,14052,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,14052,"Does Not Include All Applications for Limited-Benefit Programs",11100,"Count is of Households, Not Individuals",904,,12004,,588489,,1283313,,1206130,,77183,
WI,Wisconsin,07/01/2021,N,U,Y,13666,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,13666,"Does Not Include All Applications for Limited-Benefit Programs",9991,"Count is of Households, Not Individuals",838,,10829,,592104,,1292431,,1214661,,77770,
WI,Wisconsin,08/01/2021,N,U,Y,15306,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,15306,"Does Not Include All Applications for Limited-Benefit Programs",10143,"Count is of Households, Not Individuals",718,,10861,,595842,,1301781,,1223456,,78325,
WI,Wisconsin,09/01/2021,N,U,Y,14505,"Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies",0,,14505,"Does Not Include All Applications for Limited-Benefit Programs",10158,"Count is of Households, Not Individuals",689,,10847,,599159,,1309805,,1230872,,78933,
